,decay,time,log_decay,log_time
4110,3540,302547,8.171882006,12.61999192
4111,15700,302648,9.661415991,12.62032569
4112,3460,302667,8.149023868,12.62038847
4113,1360,302805,7.215239979,12.62084431
4114,2000,302852,7.60090246,12.62099952
4115,60,302869,4.094344562,12.62105565
4116,380,302955,5.940171253,12.62133956
4117,14580,303000,9.587406006,12.62148808
4118,560,303018,6.327936784,12.62154749
4119,11340,303051,9.336091577,12.62165639
4120,1680,303073,7.426549072,12.62172898
4121,2000,303228,7.60090246,12.62224028
4122,1220,303308,7.106606138,12.62250407
4123,5440,303351,8.60153434,12.62264583
4124,320,303546,5.768320996,12.62328844
4125,120,303677,4.787491743,12.62371992
4126,4820,303705,8.480529207,12.62381211
4127,660,303726,6.492239835,12.62388126
4128,3060,303886,8.026170195,12.62440791
4129,700,303938,6.551080335,12.62457901
4130,660,303974,6.492239835,12.62469745
4131,220,304084,5.393627546,12.62505926
4132,5760,304162,8.658692754,12.62531573
4133,2600,304322,7.863266724,12.62584163
4134,1100,304326,7.003065459,12.62585477
4135,13020,304391,9.474241916,12.62606834
4136,1820,304396,7.50659178,12.62608476
4137,2060,304398,7.630461262,12.62609133
4138,480,304405,6.173786104,12.62611433
4139,740,304555,6.606650186,12.62660697
4140,2020,304568,7.61085279,12.62664966
4141,1320,304643,7.185387016,12.62689588
4142,500,304649,6.214608098,12.62691557
4143,1760,304654,7.473069088,12.62693199
4144,860,304664,6.756932389,12.62696481
4145,1160,304867,7.056175284,12.62763089
4146,5540,304897,8.61974978,12.62772929
4147,320,304962,5.768320996,12.62794246
4148,1920,304974,7.560080465,12.62798181
4149,740,305124,6.606650186,12.62847353
4150,1340,305128,7.200424893,12.62848664
4151,1400,305146,7.244227516,12.62854563
4152,3240,305239,8.083328609,12.62885036
4153,3400,305258,8.131530711,12.6289126
4154,19440,305287,9.875088078,12.6290076
4155,920,305319,6.82437367,12.62911241
4156,800,305358,6.684611728,12.62924014
4157,640,305386,6.461468176,12.62933183
4158,2620,305407,7.870929597,12.62940059
4159,1840,305506,7.517520851,12.6297247
4160,4420,305559,8.393894975,12.62989816
4161,1680,305562,7.426549072,12.62990798
4162,540,305818,6.29156914,12.63074543
4163,480,305968,6.173786104,12.6312358
4164,4040,306317,8.303999971,12.63237579
4165,1480,306335,7.299797367,12.63243455
4166,80,306370,4.382026635,12.6325488
4167,940,306560,6.845879875,12.63316877
4168,2280,306604,7.731930722,12.63331229
4169,3740,306614,8.22684089,12.63334491
4170,2880,306776,7.965545573,12.63387312
4171,7440,306783,8.914626128,12.63389594
4172,2020,306808,7.61085279,12.63397742
4173,980,306926,6.887552572,12.63436196
4174,540,307114,6.29156914,12.63497429
4175,2500,307115,7.824046011,12.63497755
4176,1100,307254,7.003065459,12.63543005
4177,8740,307303,9.075665469,12.63558951
4178,1020,307320,6.927557906,12.63564483
4179,60,307337,4.094344562,12.63570014
4180,2340,307344,7.757906208,12.63572292
4181,880,307600,6.779921907,12.63655552
4182,4400,307602,8.38935982,12.63656202
4183,15740,307635,9.663960522,12.63666929
4184,1240,307846,7.122866659,12.63735494
4185,140,308056,4.941642423,12.63803686
4186,4520,308075,8.416267273,12.63809854
4187,3160,308088,8.058327307,12.63814074
4188,660,308183,6.492239835,12.63844904
4189,1380,308248,7.229838778,12.63865993
4190,2080,308568,7.640123173,12.63969752
4191,3060,308681,8.026170195,12.64006366
4192,7700,308763,8.948975608,12.64032927
4193,100,308836,4.605170186,12.64056567
4194,3020,308930,8.01301211,12.64086999
4195,3980,308947,8.289037098,12.64092502
4196,17740,309032,9.783577256,12.64120011
4197,5620,309352,8.634086943,12.64223507
4198,1460,309357,7.286191715,12.64225123
4199,1720,309402,7.45007957,12.64239668
4200,840,309428,6.733401892,12.64248071
4201,10980,309502,9.303830715,12.64271983
4202,2140,309518,7.668561108,12.64277153
4203,3360,309537,8.119696253,12.64283291
4204,700,309545,6.551080335,12.64285876
4205,3020,309572,8.01301211,12.64294598
4206,2560,309579,7.847762537,12.64296859
4207,3240,309588,8.083328609,12.64299766
4208,60,309640,4.094344562,12.64316561
4209,2300,309768,7.740664402,12.64357891
4210,2440,309997,7.799753318,12.6443179
4211,2460,310040,7.807916629,12.6444566
4212,620,310094,6.429719478,12.64463076
4213,2500,310094,7.824046011,12.64463076
4214,1520,310165,7.326465614,12.64485969
4215,5920,310200,8.686091728,12.64497253
4216,1520,310234,7.326465614,12.64508213
4217,740,310349,6.606650186,12.64545275
4218,2180,310505,7.687080156,12.64595528
4219,15040,310684,9.618468598,12.6465316
4220,1160,310717,7.056175284,12.64663781
4221,920,310783,6.82437367,12.6468502
4222,4860,311028,8.488793717,12.64763822
4223,840,311050,6.733401892,12.64770895
4224,6260,311121,8.741935464,12.64793718
4225,5060,311129,8.529121762,12.6479629
4226,980,311244,6.887552572,12.64833245
4227,2160,311337,7.677863501,12.64863121
4228,1160,311376,7.056175284,12.64875646
4229,80,311393,4.382026635,12.64881106
4230,15000,311589,9.61580548,12.64944029
4231,80,311682,4.382026635,12.64973872
4232,3760,311690,8.232174236,12.64976438
4233,860,311699,6.756932389,12.64979326
4234,420,311786,6.040254711,12.65007233
4235,460,311830,6.131226489,12.65021345
4236,920,311876,6.82437367,12.65036095
4237,860,311945,6.756932389,12.65058217
4238,940,311954,6.845879875,12.65061102
4239,2880,312022,7.965545573,12.65082898
4240,2680,312061,7.893572074,12.65095396
4241,80,312070,4.382026635,12.6509828
4242,220,312080,5.393627546,12.65101484
4243,1380,312169,7.229838778,12.65129999
4244,4540,312184,8.420682291,12.65134804
4245,5520,312404,8.616133139,12.6520525
4246,200,312470,5.298317367,12.65226374
4247,460,312546,6.131226489,12.65250694
4248,1660,312633,7.414572881,12.65278526
4249,2640,312652,7.878534196,12.65284603
4250,1080,312664,6.98471632,12.65288441
4251,720,312702,6.579251212,12.65300594
4252,3800,312715,8.242756346,12.65304751
4253,1320,312819,7.185387016,12.65338003
4254,3040,312944,8.019612794,12.65377954
4255,900,312955,6.802394763,12.65381469
4256,1620,312962,7.390181428,12.65383706
4257,2400,313016,7.783224016,12.65400959
4258,460,313092,6.131226489,12.65425236
4259,1900,313099,7.549609165,12.65427471
4260,1820,313148,7.50659178,12.6544312
4261,2060,313158,7.630461262,12.65446313
4262,1960,313163,7.580699752,12.6544791
4263,3600,313244,8.188689124,12.65473772
4264,260,313284,5.560681631,12.65486541
4265,480,313453,6.173786104,12.65540471
4266,12940,313530,9.468078568,12.65565033
4267,1140,313537,7.038783541,12.65567265
4268,60,313558,4.094344562,12.65573963
4269,160,313589,5.075173815,12.65583849
4270,1480,313608,7.299797367,12.65589908
4271,220,313739,5.393627546,12.65631671
4272,2000,313783,7.60090246,12.65645694
4273,12120,313911,9.40261226,12.65686479
4274,4240,314013,8.352318548,12.65718967
4275,200,314064,5.298317367,12.65735207
4276,680,314100,6.522092798,12.65746669
4277,940,314105,6.845879875,12.6574826
4278,11960,314128,9.389323028,12.65755583
4279,3520,314238,8.166216269,12.65790594
4280,340,314288,5.828945618,12.65806504
4281,1200,314321,7.090076836,12.65817004
4282,600,314332,6.396929655,12.65820503
4283,2620,314362,7.870929597,12.65830047
4284,3720,314368,8.221478947,12.65831955
4285,880,314399,6.779921907,12.65841816
4286,1200,314416,7.090076836,12.65847223
4287,480,314449,6.173786104,12.65857718
4288,720,314555,6.579251212,12.65891422
4289,1640,314559,7.402451521,12.65892694
4290,1740,314576,7.461640392,12.65898098
4291,1220,314614,7.106606138,12.65910177
4292,2240,314619,7.714231145,12.65911766
4293,1120,314621,7.021083964,12.65912402
4294,760,314698,6.633318433,12.65936873
4295,2440,314800,7.799753318,12.6596928
4296,4180,314945,8.338066526,12.6601533
4297,3340,315012,8.113726086,12.66036601
4298,7540,315016,8.927977461,12.66037871
4299,140,315051,4.941642423,12.66048981
4300,2060,315071,7.630461262,12.66055329
4301,2120,315095,7.659171368,12.66062946
4302,1760,315119,7.473069088,12.66070562
4303,4540,315198,8.420682291,12.66095629
4304,16160,315215,9.690294332,12.66101022
4305,6780,315225,8.821732381,12.66104195
4306,3060,315412,8.026170195,12.661635
4307,140,315430,4.941642423,12.66169207
4308,40,315471,3.688879454,12.66182204
4309,2100,315781,7.649692624,12.66280421
4310,3440,315829,8.14322675,12.66295621
4311,2000,315876,7.60090246,12.66310501
4312,1500,315889,7.313220387,12.66314617
4313,1860,315989,7.528331767,12.66346268
4314,1440,316117,7.272398393,12.66386768
4315,440,316260,6.086774727,12.66431994
4316,11240,316324,9.327234123,12.66452228
4317,4880,316343,8.492900499,12.66458235
4318,2620,316471,7.870929597,12.66498689
4319,420,316492,6.040254711,12.66505324
4320,1560,316497,7.3524411,12.66506904
4321,600,316519,6.396929655,12.66513855
4322,140,316582,4.941642423,12.66533757
4323,380,316668,5.940171253,12.66560919
4324,740,316719,6.606650186,12.66577022
4325,760,316919,6.633318433,12.6664015
4326,120,316942,4.787491743,12.66647407
4327,360,317014,5.886104031,12.66670122
4328,7860,317122,8.969541885,12.66704184
4329,780,317182,6.65929392,12.66723102
4330,200,317219,5.298317367,12.66734767
4331,1220,317307,7.106606138,12.66762504
4332,3160,317307,8.058327307,12.66762504
4333,940,317408,6.845879875,12.66794329
4334,520,317451,6.253828812,12.66807875
4335,1000,317484,6.907755279,12.6681827
4336,1320,317560,7.185387016,12.66842206
4337,460,317634,6.131226489,12.66865506
4338,240,317710,5.480638923,12.6688943
4339,2820,317739,7.944492164,12.66898557
4340,2820,317739,7.944492164,12.66898557
4341,180,317753,5.192956851,12.66902963
4342,520,317795,6.253828812,12.6691618
4343,3720,317913,8.221478947,12.66953304
4344,520,317975,6.253828812,12.66972804
4345,800,318105,6.684611728,12.6701368
4346,640,318184,6.461468176,12.67038511
4347,3020,318192,8.01301211,12.67041025
4348,40,318396,3.688879454,12.67105117
4349,4100,318688,8.318742253,12.67196785
4350,5660,318782,8.641179171,12.67226276
4351,620,319036,6.429719478,12.67305923
4352,2160,319059,7.677863501,12.67313132
4353,3100,319094,8.03915739,12.67324101
4354,10580,319136,9.266720705,12.67337262
4355,3400,319149,8.131530711,12.67341336
4356,320,319195,5.768320996,12.67355748
4357,920,319249,6.82437367,12.67372664
4358,2440,319288,7.799753318,12.6738488
4359,360,319321,5.886104031,12.67395215
4360,5620,319333,8.634086943,12.67398972
4361,200,319364,5.298317367,12.6740868
4362,1120,319385,7.021083964,12.67415255
4363,2000,319492,7.60090246,12.67448751
4364,4520,319513,8.416267273,12.67455324
4365,420,319677,6.040254711,12.67506639
4366,1560,319699,7.3524411,12.67513521
4367,940,319701,6.845879875,12.67514146
4368,4340,319706,8.375629627,12.6751571
4369,4240,319802,8.352318548,12.67545733
4370,3500,319831,8.160518247,12.67554801
4371,6160,319839,8.725832057,12.67557302
4372,560,319885,6.327936784,12.67571684
4373,980,319924,6.887552572,12.67583875
4374,120,320043,4.787491743,12.67621064
4375,3500,320142,8.160518247,12.67651993
4376,2600,320295,7.863266724,12.67699773
4377,2480,320464,7.816013839,12.67752522
4378,1500,320557,7.313220387,12.67781539
4379,780,320596,6.65929392,12.67793704
4380,2900,320747,7.972466016,12.67840793
4381,4320,320825,8.371010681,12.67865108
4382,10000,320896,9.210340372,12.67887236
4383,1100,320934,7.003065459,12.67899077
4384,280,320956,5.634789603,12.67905932
4385,16100,320989,9.686574551,12.67916213
4386,1880,320992,7.539027056,12.67917148
4387,1320,321055,7.185387016,12.67936773
4388,4020,321183,8.299037182,12.67976633
4389,1180,321261,7.073269717,12.68000916
4390,1060,321274,6.966024187,12.68004962
4391,1320,321295,7.185387016,12.68011498
4392,8040,321413,8.992184362,12.68048218
4393,240,321485,5.480638923,12.68070617
4394,3480,321519,8.154787573,12.68081192
4395,2680,321562,7.893572074,12.68094565
4396,1800,321675,7.495541944,12.681297
4397,11040,321686,9.30928032,12.68133119
4398,2460,321687,7.807916629,12.6813343
4399,3160,321751,8.058327307,12.68153323
4400,2380,321807,7.774855767,12.68170727
4401,200,321963,5.298317367,12.68219191
4402,4680,322148,8.451053389,12.68276635
4403,3280,322175,8.095598701,12.68285016
4404,860,322214,6.756932389,12.6829712
4405,520,322376,6.253828812,12.68347385
4406,2480,322563,7.816013839,12.68405374
4407,800,322595,6.684611728,12.68415295
4408,4160,322619,8.333270353,12.68422734
4409,120,322644,4.787491743,12.68430483
4410,2200,322647,7.696212639,12.68431413
4411,1080,322815,6.98471632,12.68483468
4412,2240,323041,7.714231145,12.68553453
4413,1280,323108,7.154615357,12.68574191
4414,520,323108,6.253828812,12.68574191
4415,1740,323176,7.461640392,12.68595235
4416,1740,323219,7.461640392,12.68608539
4417,560,323481,6.327936784,12.68689566
4418,6000,323488,8.699514748,12.6869173
4419,380,323545,5.940171253,12.68709349
4420,480,323674,6.173786104,12.68749212
4421,3640,323678,8.199738961,12.68750447
4422,2360,323728,7.766416898,12.68765894
4423,1100,323743,7.003065459,12.68770527
4424,320,323753,5.768320996,12.68773616
4425,2260,323757,7.723120092,12.68774851
4426,4520,323909,8.416267273,12.68821789
4427,6140,323946,8.722580021,12.68833211
4428,4080,324003,8.313852267,12.68850805
4429,980,324025,6.887552572,12.68857595
4430,2940,324138,7.98616486,12.68892463
4431,7180,324187,8.879054662,12.68907579
4432,1040,324312,6.946975992,12.68946129
4433,1160,324328,7.056175284,12.68951063
4434,4400,324591,8.38935982,12.69032121
4435,1500,324650,7.313220387,12.69050296
4436,3140,324698,8.051978079,12.6906508
4437,500,324846,6.214608098,12.6911065
4438,640,324893,6.461468176,12.69125118
4439,2820,324937,7.944492164,12.6913866
4440,360,325114,5.886104031,12.69193117
4441,720,325144,6.579251212,12.69202344
4442,7880,325218,8.972083183,12.69225101
4443,3960,325350,8.283999304,12.6926568
4444,1880,325374,7.539027056,12.69273057
4445,3100,325517,8.03915739,12.69316997
4446,1020,325664,6.927557906,12.69362145
4447,40,325821,3.688879454,12.69410343
4448,80,325862,4.382026635,12.69422926
4449,3780,326034,8.237479289,12.69475695
4450,3940,326067,8.278936002,12.69485816
4451,380,326107,5.940171253,12.69498083
4452,1780,326131,7.484368643,12.69505442
4453,1120,326157,7.021083964,12.69513414
4454,3260,326372,8.089482474,12.69579311
4455,1560,326494,7.3524411,12.69616685
4456,6400,326496,8.764053269,12.69617298
4457,1100,326539,7.003065459,12.69630467
4458,1820,326542,7.50659178,12.69631386
4459,8220,326594,9.014325488,12.69647309
4460,2380,326595,7.774855767,12.69647615
4461,680,326600,6.522092798,12.69649146
4462,17340,326618,9.76077125,12.69654657
4463,1180,326679,7.073269717,12.69673332
4464,3620,326720,8.194229305,12.69685881
4465,180,326733,5.192956851,12.6968986
4466,440,326751,6.086774727,12.69695369
4467,200,326786,5.298317367,12.6970608
4468,280,326909,5.634789603,12.69743712
4469,1220,326941,7.106606138,12.69753501
4470,340,326952,5.828945618,12.69756865
4471,4580,327141,8.429454277,12.69814655
4472,760,327147,6.633318433,12.69816489
4473,1720,327158,7.45007957,12.69819851
4474,3360,327187,8.119696253,12.69828715
4475,2720,327189,7.908387159,12.69829326
4476,180,327191,5.192956851,12.69829938
4477,1660,327344,7.414572881,12.69876688
4478,380,327430,5.940171253,12.69902957
4479,2720,327460,7.908387159,12.69912119
4480,4060,327529,8.308938253,12.69933188
4481,3660,327542,8.205218426,12.69937157
4482,8860,327598,9.089302044,12.69954253
4483,440,327632,6.086774727,12.69964631
4484,4620,327712,8.438149984,12.69989045
4485,1380,327753,7.229838778,12.70001555
4486,500,327773,6.214608098,12.70007657
4487,6060,327817,8.709465079,12.7002108
4488,6900,327865,8.839276691,12.70035722
4489,1440,327894,7.272398393,12.70044566
4490,2080,327906,7.640123173,12.70048226
4491,820,327915,6.70930434,12.70050971
4492,1100,327965,7.003065459,12.70066217
4493,2120,327988,7.659171368,12.7007323
4494,1520,327992,7.326465614,12.7007445
4495,1140,328012,7.038783541,12.70080547
4496,4060,328107,8.308938253,12.70109505
4497,1880,328150,7.539027056,12.7012261
4498,1440,328229,7.272398393,12.70146681
4499,3580,328276,8.183118079,12.70161
4500,780,328318,6.65929392,12.70173793
4501,500,328356,6.214608098,12.70185366
4502,15560,328377,9.652458798,12.70191762
4503,360,328468,5.886104031,12.7021947
4504,180,328509,5.192956851,12.70231951
4505,1040,328553,6.946975992,12.70245344
4506,8420,328608,9.038365107,12.70262083
4507,980,328609,6.887552572,12.70262387
4508,3420,328616,8.13739583,12.70264517
4509,800,328697,6.684611728,12.70289163
4510,2360,328816,7.766416898,12.7032536
4511,1460,328974,7.286191715,12.703734
4512,2820,328992,7.944492164,12.70378871
4513,2560,329214,7.847762537,12.70446327
4514,2180,329362,7.687080156,12.70491273
4515,440,329397,6.086774727,12.70501899
4516,160,329452,5.075173815,12.70518595
4517,700,329549,6.551080335,12.70548033
4518,780,329584,6.65929392,12.70558653
4519,2420,329617,7.791522819,12.70568665
4520,760,329622,6.633318433,12.70570182
4521,1160,329812,7.056175284,12.70627807
4522,660,329820,6.492239835,12.70630233
4523,100,329895,4.605170186,12.7065297
4524,2960,329935,7.992944547,12.70665094
4525,560,329964,6.327936784,12.70673884
4526,4200,330023,8.342839804,12.70691763
4527,8060,330038,8.994668836,12.70696308
4528,1380,330150,7.229838778,12.70730238
4529,5260,330228,8.567886306,12.7075386
4530,6000,330301,8.699514748,12.70775964
4531,5220,330343,8.560252681,12.70788679
4532,160,330437,5.075173815,12.7081713
4533,140,330539,4.941642423,12.70847993
4534,640,330551,6.461468176,12.70851624
4535,6680,330583,8.806873267,12.70861304
4536,240,330734,5.480638923,12.70906971
4537,360,330737,5.886104031,12.70907878
4538,2040,330740,7.620705087,12.70908785
4539,6520,330789,8.782629655,12.70923599
4540,1960,330894,7.580699752,12.70955336
4541,80,330941,4.382026635,12.70969539
4542,340,330948,5.828945618,12.70971654
4543,180,331058,5.192956851,12.71004887
4544,660,331060,6.492239835,12.71005491
4545,140,331066,4.941642423,12.71007303
4546,1640,331116,7.402451521,12.71022405
4547,1580,331121,7.365180126,12.71023915
4548,460,331334,6.131226489,12.71088221
4549,1640,331336,7.402451521,12.71088825
4550,1500,331461,7.313220387,12.71126543
4551,840,331499,6.733401892,12.71138007
4552,1980,331602,7.590852124,12.71169073
4553,840,331674,6.733401892,12.71190784
4554,840,331721,6.733401892,12.71204953
4555,80,331792,4.382026635,12.71226355
4556,4680,331872,8.451053389,12.71250463
4557,1260,332171,7.138867,12.71340518
4558,220,332313,5.393627546,12.71383257
4559,1180,332469,7.073269717,12.7143019
4560,1240,332843,7.122866659,12.71542619
4561,10600,333010,9.26860928,12.7159278
4562,1960,333038,7.580699752,12.71601188
4563,340,333052,5.828945618,12.71605391
4564,1680,333076,7.426549072,12.71612597
4565,360,333087,5.886104031,12.716159
4566,440,333175,6.086774727,12.71642316
4567,6420,333198,8.767173397,12.71649219
4568,4620,333233,8.438149984,12.71659722
4569,2060,333303,7.630461262,12.71680727
4570,840,333369,6.733401892,12.71700526
4571,180,333371,5.192956851,12.71701126
4572,260,333378,5.560681631,12.71703226
4573,1760,333513,7.473069088,12.71743712
4574,660,333531,6.492239835,12.71749109
4575,1960,333558,7.580699752,12.71757204
4576,2600,333645,7.863266724,12.71783283
4577,620,333648,6.429719478,12.71784182
4578,3040,333696,8.019612794,12.71798568
4579,19960,333727,9.90148555,12.71807857
4580,1320,333982,7.185387016,12.71884238
4581,2580,334077,7.855544678,12.71912678
4582,1820,334103,7.50659178,12.71920461
4583,600,334105,6.396929655,12.71921059
4584,140,334157,4.941642423,12.71936622
4585,3440,334215,8.14322675,12.71953978
4586,2440,334244,7.799753318,12.71962654
4587,340,334323,5.828945618,12.71986287
4588,1740,334415,7.461640392,12.72013802
4589,980,334507,6.887552572,12.72041309
4590,1700,334546,7.43838353,12.72052967
4591,4140,334568,8.328451067,12.72059543
4592,100,334678,4.605170186,12.72092415
4593,1140,334860,7.038783541,12.72146781
4594,3280,334918,8.095598701,12.721641
4595,2000,334975,7.60090246,12.72181118
4596,400,335131,5.991464547,12.72227678
4597,5360,335144,8.586719254,12.72231557
4598,3600,335169,8.188689124,12.72239016
4599,380,335279,5.940171253,12.7227183
4600,1260,335376,7.138867,12.72300757
4601,1440,335388,7.272398393,12.72304335
4602,660,335414,6.492239835,12.72312087
4603,1620,335422,7.390181428,12.72314472
4604,620,335445,6.429719478,12.72321329
4605,15500,335469,9.648595303,12.72328483
4606,940,335497,6.845879875,12.72336829
4607,5300,335580,8.5754621,12.72361566
4608,1780,335776,7.484368643,12.72419955
4609,300,335890,5.703782475,12.724539
4610,1400,335937,7.244227516,12.72467892
4611,260,335973,5.560681631,12.72478608
4612,280,335981,5.634789603,12.72480989
4613,480,336021,6.173786104,12.72492894
4614,1900,336021,7.549609165,12.72492894
4615,380,336096,5.940171253,12.72515211
4616,860,336119,6.756932389,12.72522054
4617,4880,336244,8.492900499,12.72559237
4618,1640,336276,7.402451521,12.72568753
4619,2160,336303,7.677863501,12.72576782
4620,3520,336326,8.166216269,12.72583621
4621,40,336353,3.688879454,12.72591648
4622,280,336745,5.634789603,12.72708125
4623,1900,336788,7.549609165,12.72720893
4624,1840,336877,7.517520851,12.72747316
4625,3260,336936,8.089482474,12.72764828
4626,5940,337163,8.689464412,12.72832177
4627,1680,337194,7.426549072,12.72841371
4628,1420,337316,7.258412151,12.72877546
4629,10180,337331,9.22818029,12.72881992
4630,1080,337343,6.98471632,12.7288555
4631,620,337691,6.429719478,12.72988656
4632,900,337819,6.802394763,12.73026553
4633,15020,337851,9.617137925,12.73036025
4634,2960,337913,7.992944547,12.73054374
4635,120,337916,4.787491743,12.73055262
4636,2080,338167,7.640123173,12.73129514
4637,560,338234,6.327936784,12.73149324
4638,260,338665,5.560681631,12.7327667
4639,2820,338802,7.944492164,12.73317114
4640,2800,338828,7.937374696,12.73324788
4641,2400,338885,7.783224016,12.7334161
4642,9420,338892,9.150590368,12.73343675
4643,1520,338955,7.326465614,12.73362263
4644,600,338982,6.396929655,12.73370229
4645,1520,339074,7.326465614,12.73397365
4646,2840,339219,7.951559331,12.7344012
4647,80,339254,4.382026635,12.73450437
4648,2460,339282,7.807916629,12.7345869
4649,540,339482,6.29156914,12.73517621
4650,440,339491,6.086774727,12.73520272
4651,420,339627,6.040254711,12.73560324
4652,3420,339630,8.13739583,12.73561207
4653,1900,339781,7.549609165,12.73605657
4654,2160,339784,7.677863501,12.7360654
4655,1420,339836,7.258412151,12.73621843
4656,540,339846,6.29156914,12.73624785
4657,1600,339869,7.377758908,12.73631553
4658,540,339935,6.29156914,12.7365097
4659,3700,339956,8.216088099,12.73657148
4660,820,339993,6.70930434,12.73668031
4661,160,340099,5.075173815,12.73699203
4662,5700,340152,8.648221454,12.73714786
4663,5500,340172,8.612503371,12.73720665
4664,14980,340237,9.614471257,12.73739771
4665,6120,340265,8.719317376,12.73748
4666,1040,340408,6.946975992,12.73790018
4667,3020,340425,8.01301211,12.73795012
4668,2620,340478,7.870929597,12.73810579
4669,180,340498,5.192956851,12.73816453
4670,960,340517,6.866933284,12.73822033
4671,700,340652,6.551080335,12.73861671
4672,1640,340663,7.402451521,12.738649
4673,6760,340777,8.818778169,12.73898358
4674,4440,340832,8.398409655,12.73914497
4675,1740,340875,7.461640392,12.73927112
4676,3720,340885,8.221478947,12.73930046
4677,320,340916,5.768320996,12.73939139
4678,1540,341096,7.339537695,12.73991924
4679,1640,341103,7.402451521,12.73993976
4680,3780,341153,8.237479289,12.74008634
4681,2500,341175,7.824046011,12.74015082
4682,480,341217,6.173786104,12.74027392
4683,220,341344,5.393627546,12.74064605
4684,13400,341375,9.503009986,12.74073686
4685,2160,341615,7.677863501,12.74143965
4686,920,341876,6.82437367,12.74220338
4687,19720,341929,9.889388628,12.74235839
4688,3080,341985,8.032684876,12.74252216
4689,4060,342004,8.308938253,12.74257771
4690,1160,342027,7.056175284,12.74264496
4691,6160,342030,8.725832057,12.74265373
4692,200,342032,5.298317367,12.74265958
4693,560,342059,6.327936784,12.74273852
4694,1000,342071,6.907755279,12.7427736
4695,340,342378,5.828945618,12.74367067
4696,660,342408,6.492239835,12.74375829
4697,1180,342709,7.073269717,12.74463697
4698,8100,342766,8.999619341,12.74480328
4699,3700,342817,8.216088099,12.74495206
4700,680,342853,6.522092798,12.74505706
4701,4940,342894,8.50512061,12.74517664
4702,1980,342963,7.590852124,12.74537785
4703,1580,343025,7.365180126,12.74555861
4704,280,343032,5.634789603,12.74557902
4705,17140,343083,9.749170192,12.74572768
4706,560,343089,6.327936784,12.74574517
4707,960,343099,6.866933284,12.74577431
4708,1900,343231,7.549609165,12.74615897
4709,1520,343263,7.326465614,12.7462522
4710,7200,343392,8.881836305,12.74662793
4711,1740,343436,7.461640392,12.74675606
4712,6340,343442,8.754634047,12.74677353
4713,1880,343601,7.539027056,12.74723638
4714,2120,343808,7.659171368,12.74783864
4715,2660,343825,7.886081402,12.74788809
4716,320,343914,5.768320996,12.74814691
4717,7360,343966,8.903815212,12.74829809
4718,60,344053,4.094344562,12.74855099
4719,220,344060,5.393627546,12.74857134
4720,2720,344114,7.908387159,12.74872828
4721,3700,344154,8.216088099,12.74884451
4722,1060,344193,6.966024187,12.74895783
4723,1640,344207,7.402451521,12.7489985
4724,2300,344300,7.740664402,12.74926865
4725,3660,344321,8.205218426,12.74932964
4726,600,344353,6.396929655,12.74942257
4727,440,344376,6.086774727,12.74948936
4728,1620,344496,7.390181428,12.74983776
4729,460,344593,6.131226489,12.75011929
4730,620,344642,6.429719478,12.75026148
4731,2860,344672,7.958576904,12.75034852
4732,360,344790,5.886104031,12.75069082
4733,5560,344813,8.623353387,12.75075752
4734,280,344879,5.634789603,12.75094891
4735,420,344903,6.040254711,12.7510185
4736,280,344977,5.634789603,12.75123303
4737,1960,345115,7.580699752,12.75163297
4738,1540,345237,7.339537695,12.75198642
4739,2040,345328,7.620705087,12.75224997
4740,2800,345733,7.937374696,12.75342208
4741,900,345823,6.802394763,12.75368236
4742,80,345950,4.382026635,12.75404953
4743,2540,346061,7.83991936,12.75437034
4744,980,346197,6.887552572,12.75476326
4745,1520,346243,7.326465614,12.75489612
4746,500,346261,6.214608098,12.7549481
4747,1080,346271,6.98471632,12.75497698
4748,180,346306,5.192956851,12.75507806
4749,9220,346309,9.129130317,12.75508672
4750,860,346429,6.756932389,12.75543317
4751,4200,346435,8.342839804,12.75545049
4752,2820,346478,7.944492164,12.7555746
4753,1740,346573,7.461640392,12.75584875
4754,6100,346762,8.71604405,12.75639394
4755,4240,346783,8.352318548,12.7564545
4756,3760,346852,8.232174236,12.75665345
4757,1520,346906,7.326465614,12.75680913
4758,840,346925,6.733401892,12.7568639
4759,540,346954,6.29156914,12.75694749
4760,2200,346965,7.696212639,12.75697919
4761,2840,346973,7.951559331,12.75700225
4762,2020,346999,7.61085279,12.75707718
4763,1980,347076,7.590852124,12.75729906
4764,3400,347175,8.131530711,12.75758425
4765,1180,347239,7.073269717,12.75776858
4766,100,347266,4.605170186,12.75784634
4767,19140,347363,9.859535665,12.75812562
4768,1820,347480,7.50659178,12.75846239
4769,1720,347550,7.45007957,12.75866382
4770,1740,347556,7.461640392,12.75868108
4771,3760,347648,8.232174236,12.75894575
4772,3660,347851,8.205218426,12.75952951
4773,1880,347990,7.539027056,12.75992902
4774,4220,348022,8.347590407,12.76002098
4775,4080,348064,8.313852267,12.76014165
4776,1600,348086,7.377758908,12.76020485
4777,3020,348260,8.01301211,12.76070461
4778,1120,348323,7.021083964,12.76088549
4779,940,348406,6.845879875,12.76112375
4780,1100,348415,7.003065459,12.76114958
4781,10880,348442,9.29468152,12.76122707
4782,500,348597,6.214608098,12.76167181
4783,40,348616,3.688879454,12.76172631
4784,4660,348632,8.446770727,12.7617722
4785,5220,348731,8.560252681,12.76205613
4786,1500,348892,7.313220387,12.7625177
