,decay,time,log_decay,log_time
1852,560,134912,6.327936784,11.81237799
1853,900,135118,6.802394763,11.81390375
1854,4220,135148,8.347590407,11.81412575
1855,400,135153,5.991464547,11.81416275
1856,2100,135157,7.649692624,11.81419234
1857,300,135380,5.703782475,11.81584092
1858,2500,135428,7.824046011,11.81619541
1859,3860,135435,8.258422462,11.8162471
1860,620,135489,6.429719478,11.81664574
1861,860,135564,6.756932389,11.81719913
1862,4460,135667,8.402904045,11.81795863
1863,1000,135675,6.907755279,11.8180176
1864,500,135681,6.214608098,11.81806182
1865,980,135685,6.887552572,11.8180913
1866,80,135766,4.382026635,11.81868809
1867,5600,135772,8.630521877,11.81873229
1868,4420,135808,8.393894975,11.8189974
1869,2060,135898,7.630461262,11.81965988
1870,1560,135901,7.3524411,11.81968196
1871,6840,135936,8.830543011,11.81993947
1872,6500,136011,8.779557456,11.82049104
1873,7260,136029,8.890135108,11.82062338
1874,6220,136032,8.735525186,11.82064543
1875,340,136054,5.828945618,11.82080714
1876,2480,136100,7.816013839,11.82114519
1877,520,136141,6.253828812,11.82144639
1878,1060,136247,6.966024187,11.82222469
1879,1800,136311,7.495541944,11.82269432
1880,1680,136490,7.426549072,11.82400663
1881,3060,136639,8.026170195,11.82509769
1882,300,136790,5.703782475,11.82620218
1883,700,136899,6.551080335,11.82699871
1884,1460,137166,7.286191715,11.82894715
1885,1960,137270,7.580699752,11.82970507
1886,2920,137289,7.979338895,11.82984347
1887,940,137381,6.845879875,11.83051337
1888,1300,137450,7.170119543,11.83101549
1889,3780,137465,8.237479289,11.83112462
1890,1980,137489,7.590852124,11.83129919
1891,8780,137561,9.080231687,11.83182273
1892,260,137585,5.560681631,11.83199719
1893,1160,137735,7.056175284,11.83308683
1894,4460,138076,8.402904045,11.83555954
1895,1580,138083,7.365180126,11.83561023
1896,540,138258,6.29156914,11.83687678
1897,2640,138349,7.878534196,11.83753476
1898,2960,138657,7.992944547,11.83975854
1899,1380,138727,7.229838778,11.84026325
1900,6060,138817,8.709465079,11.8409118
1901,380,138945,5.940171253,11.84183345
1902,780,138969,6.65929392,11.84200617
1903,5720,139244,8.651724084,11.84398307
1904,3820,139246,8.248005702,11.84399743
1905,360,139323,5.886104031,11.84455026
1906,1680,139394,7.426549072,11.84505973
1907,380,139503,5.940171253,11.84584139
1908,11240,139563,9.327234123,11.84627139
1909,5600,139590,8.630521877,11.84646483
1910,1260,139628,7.138867,11.84673702
1911,800,139704,6.684611728,11.84728118
1912,2340,139742,7.757906208,11.84755314
1913,3580,139758,8.183118079,11.84766763
1914,1480,139770,7.299797367,11.84775349
1915,860,139813,6.756932389,11.84806109
1916,640,139822,6.461468176,11.84812546
1917,540,139849,6.29156914,11.84831855
1918,1960,139874,7.580699752,11.8484973
1919,540,139900,6.29156914,11.84868316
1920,2080,139930,7.640123173,11.84889758
1921,1460,139945,7.286191715,11.84900477
1922,1160,139967,7.056175284,11.84916196
1923,980,140295,6.887552572,11.85150263
1924,1900,140419,7.549609165,11.85238609
1925,5860,140579,8.675904883,11.85352489
1926,1380,140629,7.229838778,11.8538805
1927,5800,140635,8.665613197,11.85392316
1928,60,140987,4.094344562,11.85642297
1929,2560,141073,7.847762537,11.85703277
1930,1320,141438,7.185387016,11.85961674
1931,3900,141503,8.268731832,11.8600762
1932,2200,141531,7.696212639,11.86027405
1933,1160,141557,7.056175284,11.86045774
1934,7220,141921,8.884610232,11.86302584
1935,2500,141924,7.824046011,11.86304698
1936,2280,141942,7.731930722,11.8631738
1937,940,141953,6.845879875,11.8632513
1938,1020,142020,6.927557906,11.86372317
1939,9740,142035,9.183996397,11.86382879
1940,140,142052,4.941642423,11.86394847
1941,1160,142102,7.056175284,11.86430039
1942,8480,142108,9.045465729,11.86434261
1943,3300,142216,8.101677747,11.86510231
1944,2040,142249,7.620705087,11.86533432
1945,380,142362,5.940171253,11.86612839
1946,380,142403,5.940171253,11.86641635
1947,8300,142413,9.024010794,11.86648657
1948,1400,142435,7.244227516,11.86664103
1949,1100,142492,7.003065459,11.86704114
1950,1300,142558,7.170119543,11.86750421
1951,580,142701,6.363028104,11.86850681
1952,60,142729,4.094344562,11.86870301
1953,2580,142774,7.855544678,11.86901824
1954,1020,143097,6.927557906,11.871278
1955,240,143207,5.480638923,11.87204641
1956,1580,143251,7.365180126,11.87235362
1957,940,143278,6.845879875,11.87254208
1958,220,143298,5.393627546,11.87268166
1959,5780,143299,8.662158962,11.87268864
1960,100,143338,4.605170186,11.87296076
1961,4560,143340,8.425077903,11.87297471
1962,1060,143421,6.966024187,11.87353964
1963,2320,143476,7.749322465,11.87392305
1964,7640,143489,8.941152882,11.87401366
1965,1500,143702,7.313220387,11.87549699
1966,2640,143778,7.878534196,11.87602572
1967,5300,143869,8.5754621,11.87665844
1968,1320,143894,7.185387016,11.8768322
1969,180,143913,5.192956851,11.87696423
1970,1120,144019,7.021083964,11.87770051
1971,2300,144061,7.740664402,11.8779921
1972,1660,144252,7.414572881,11.87931705
1973,4180,144266,8.338066526,11.8794141
1974,220,144288,5.393627546,11.87956658
1975,2480,144304,7.816013839,11.87967746
1976,9280,144442,9.135616826,11.88063332
1977,1740,144462,7.461640392,11.88077178
1978,15620,144466,9.656307423,11.88079946
1979,600,144499,6.396929655,11.88102787
1980,4000,144524,8.29404964,11.88120086
1981,2680,144588,7.893572074,11.8816436
1982,1020,144679,6.927557906,11.88227277
1983,3780,144731,8.237479289,11.88263213
1984,4080,144742,8.313852267,11.88270813
1985,960,144812,6.866933284,11.88319163
1986,1820,144990,7.50659178,11.88442005
1987,940,145023,6.845879875,11.88464763
1988,7040,145111,8.859363449,11.88525425
1989,40,145195,3.688879454,11.88583295
1990,6000,145210,8.699514748,11.88593625
1991,240,145500,5.480638923,11.88793137
1992,780,145567,6.65929392,11.88839174
1993,1080,145744,6.98471632,11.88960694
1994,2560,145831,7.847762537,11.8902037
1995,180,145884,5.192956851,11.89056706
1996,1420,146166,7.258412151,11.89249824
1997,1240,146223,7.122866659,11.89288813
1998,3200,146232,8.070906089,11.89294968
1999,340,146241,5.828945618,11.89301122
2000,3480,146251,8.154787573,11.8930796
2001,9140,146265,9.120415664,11.89317532
2002,2400,146327,7.783224016,11.89359912
2003,480,146347,6.173786104,11.89373579
2004,4960,146427,8.50916102,11.89428229
2005,700,146532,6.551080335,11.89499911
2006,1880,146604,7.539027056,11.89549035
2007,1080,146651,6.98471632,11.89581089
2008,1300,146669,7.170119543,11.89593363
2009,6560,146764,8.788745882,11.89658113
2010,6480,146853,8.776475789,11.89718737
2011,520,146894,6.253828812,11.89746652
2012,460,147145,6.131226489,11.89917377
2013,200,147147,5.298317367,11.89918737
2014,5200,147254,8.556413905,11.89991427
2015,2240,147298,7.714231145,11.90021302
2016,2520,147300,7.832014181,11.9002266
2017,60,147423,4.094344562,11.90106128
2018,2840,147471,7.951559331,11.90138683
2019,380,147524,5.940171253,11.90174615
2020,3840,147610,8.253227646,11.90232894
2021,4500,147726,8.411832676,11.90311449
2022,7800,147828,8.961879013,11.90380471
2023,8100,147851,8.999619341,11.90396029
2024,3160,147980,8.058327307,11.90483241
2025,2760,148008,7.922985959,11.90502161
2026,800,148026,6.684611728,11.90514321
2027,1740,148062,7.461640392,11.90538638
2028,1960,148117,7.580699752,11.90575778
2029,3300,148179,8.101677747,11.90617628
2030,2280,148189,7.731930722,11.90624377
2031,700,148200,6.551080335,11.90631799
2032,1520,148243,7.326465614,11.9066081
2033,2700,148290,7.901007052,11.90692509
2034,360,148354,5.886104031,11.90735659
2035,480,148501,6.173786104,11.90834697
2036,380,148533,5.940171253,11.90856243
2037,1680,148547,7.426549072,11.90865669
2038,1300,148613,7.170119543,11.90910089
2039,260,148784,5.560681631,11.91025087
2040,10180,148802,9.22818029,11.91037184
2041,11140,148802,9.318297513,11.91037184
2042,10240,149008,9.234056899,11.91175527
2043,1960,149019,7.580699752,11.91182909
2044,1720,149262,7.45007957,11.91345843
2045,1140,149272,7.038783541,11.91352542
2046,3700,149340,8.216088099,11.91398086
2047,6040,149369,8.706159291,11.91417503
2048,9560,149383,9.165343006,11.91426876
2049,1380,149499,7.229838778,11.91504498
2050,4760,149629,8.468002947,11.91591418
2051,2940,149629,7.98616486,11.91591418
2052,920,149639,6.82437367,11.91598101
2053,2920,149729,7.979338895,11.91658227
2054,16320,149751,9.700146629,11.91672919
2055,7120,149757,8.870663004,11.91676926
2056,360,149858,5.886104031,11.91744346
2057,1260,149903,7.138867,11.9177437
2058,360,150090,5.886104031,11.91899039
2059,2520,150094,7.832014181,11.91901704
2060,2080,150317,7.640123173,11.92050168
2061,2740,150356,7.915713199,11.92076109
2062,660,150414,6.492239835,11.92114677
2063,4540,150431,8.420682291,11.92125979
2064,2400,150648,7.783224016,11.92270127
2065,320,150695,5.768320996,11.92301321
2066,2820,150710,7.944492164,11.92311274
2067,480,150752,6.173786104,11.92339138
2068,460,150818,6.131226489,11.92382909
2069,4280,150888,8.361708289,11.92429312
2070,840,151010,6.733401892,11.92510134
2071,1200,151047,7.090076836,11.92534633
2072,4040,151136,8.303999971,11.92593537
2073,60,151164,4.094344562,11.92612062
2074,1420,151250,7.258412151,11.92668938
2075,1340,151363,7.200424893,11.9274362
2076,480,151414,6.173786104,11.92777309
2077,2940,151421,7.98616486,11.92781932
2078,1900,151511,7.549609165,11.92841351
2079,160,151600,5.075173815,11.92900075
2080,4140,151739,8.328451067,11.92991722
2081,2120,151800,7.659171368,11.93031914
2082,3320,151862,8.107720062,11.93072749
2083,2460,151870,7.807916629,11.93078017
2084,520,151994,6.253828812,11.93159633
2085,1020,152000,6.927557906,11.9316358
2086,1600,152091,7.377758908,11.9322343
2087,1400,152149,7.244227516,11.93261558
2088,440,152183,6.086774727,11.93283902
2089,420,152282,6.040254711,11.93348934
2090,1600,152319,7.377758908,11.93373228
2091,1380,152424,7.229838778,11.93442139
2092,6340,152469,8.754634047,11.93471658
2093,2600,152531,7.863266724,11.93512313
2094,5440,152544,8.60153434,11.93520836
2095,2260,152588,7.723120092,11.93549676
2096,380,152598,5.940171253,11.93556229
2097,7540,152637,8.927977461,11.93581783
2098,5520,152643,8.616133139,11.93585714
2099,13740,152867,9.528066566,11.93732354
2100,2660,152898,7.886081402,11.93752631
2101,140,152930,4.941642423,11.93773558
2102,4640,153012,8.442469645,11.93827163
2103,1220,153063,7.106606138,11.93860488
2104,800,153122,6.684611728,11.93899027
2105,1920,153292,7.560080465,11.94009988
2106,700,153321,6.551080335,11.94028904
2107,100,153336,4.605170186,11.94038687
2108,940,153393,6.845879875,11.94075853
2109,3140,153476,8.051978079,11.94129948
2110,3960,153560,8.283999304,11.94184665
2111,1980,153576,7.590852124,11.94195084
2112,3180,153582,8.064636476,11.94198991
2113,2200,153591,7.696212639,11.9420485
2114,2000,153597,7.60090246,11.94208757
2115,860,153651,6.756932389,11.94243908
2116,4000,153696,8.29404964,11.9427319
2117,6440,153756,8.770283819,11.94312221
2118,5360,153762,8.586719254,11.94316123
2119,1620,153762,7.390181428,11.94316123
2120,920,153985,6.82437367,11.94461047
2121,1800,154035,7.495541944,11.94493513
2122,11720,154225,9.369052063,11.94616785
2123,3180,154317,8.064636476,11.94676421
2124,2340,154374,7.757906208,11.94713351
2125,1880,154489,7.539027056,11.94787818
2126,2780,154520,7.930206207,11.94807882
2127,2260,154661,7.723120092,11.9489909
2128,3900,154756,8.268731832,11.94960496
2129,560,154829,6.327936784,11.95007656
2130,2720,154888,7.908387159,11.95045755
2131,15340,154980,9.638219075,11.95105136
2132,740,155105,6.606650186,11.95185759
2133,3680,155141,8.210668031,11.95208966
2134,2660,155169,7.886081402,11.95227012
2135,580,155341,6.363028104,11.95337798
2136,3720,155391,8.221478947,11.9536998
2137,5460,155407,8.605204069,11.95380276
2138,4860,155423,8.488793717,11.95390571
2139,2040,155480,7.620705087,11.95427238
2140,460,155499,6.131226489,11.95439458
2141,620,155513,6.429719478,11.95448461
2142,6360,155661,8.757783656,11.95543584
2143,1300,155719,7.170119543,11.95580838
2144,9780,155726,9.188094763,11.95585333
2145,2980,155728,7.999678579,11.95586617
2146,1760,155736,7.473069088,11.95591754
2147,500,155853,6.214608098,11.95666853
2148,2120,155875,7.659171368,11.95680968
2149,7720,155913,8.951569643,11.95705344
2150,2780,156050,7.930206207,11.95793175
2151,100,156055,4.605170186,11.95796379
2152,3740,156123,8.22684089,11.95839944
2153,1520,156176,7.326465614,11.95873886
2154,2200,156296,7.696212639,11.95950692
2155,2640,156319,7.878534196,11.95965407
2156,860,156336,6.756932389,11.95976282
2157,740,156379,6.606650186,11.96003783
2158,19580,156496,9.882263916,11.96078573
2159,6120,156541,8.719317376,11.96107324
2160,820,156599,6.70930434,11.96144368
2161,2460,156604,7.807916629,11.9614756
2162,720,156659,6.579251212,11.96182675
2163,2540,156712,7.83991936,11.962165
2164,280,156793,5.634789603,11.96268174
2165,780,156868,6.65929392,11.96315997
2166,1900,156959,7.549609165,11.9637399
2167,1600,157006,7.377758908,11.9640393
2168,1960,157250,7.580699752,11.96559217
2169,1140,157277,7.038783541,11.96576386
2170,740,157375,6.606650186,11.96638677
2171,580,157410,6.363028104,11.96660915
2172,320,157629,5.768320996,11.96799945
2173,340,157799,5.828945618,11.96907735
2174,3400,157817,8.131530711,11.96919141
2175,1580,157835,7.365180126,11.96930546
2176,300,157869,5.703782475,11.96952085
2177,880,157937,6.779921907,11.9699515
2178,3020,157957,8.01301211,11.97007812
2179,1760,157976,7.473069088,11.9701984
2180,280,158016,5.634789603,11.97045157
2181,3660,158152,8.205218426,11.97131187
2182,2920,158411,7.979338895,11.9729482
2183,2140,158519,7.668561108,11.97362974
2184,3560,158531,8.177515824,11.97370544
2185,2480,158686,7.816013839,11.97468269
2186,2560,158701,7.847762537,11.97477721
2187,3380,158756,8.125630988,11.97512371
2188,2260,158760,7.723120092,11.97514891
2189,2340,158865,7.757906208,11.97581006
2190,280,158914,5.634789603,11.97611845
2191,1460,159054,7.286191715,11.97699905
2192,340,159073,5.828945618,11.9771185
2193,1520,159192,7.326465614,11.9778663
2194,120,159199,4.787491743,11.97791027
2195,300,159235,5.703782475,11.97813638
2196,880,159326,6.779921907,11.9787077
2197,6100,159347,8.71604405,11.97883949
2198,1120,159502,7.021083964,11.97981174
2199,1740,159600,7.461640392,11.98042596
2200,2440,159616,7.799753318,11.98052621
2201,480,159688,6.173786104,11.98097719
2202,2400,159706,7.783224016,11.9810899
2203,60,159778,4.094344562,11.98154063
2204,500,160004,6.214608098,11.98295409
2205,2920,160008,7.979338895,11.98297909
2206,1220,160050,7.106606138,11.98324155
2207,1740,160228,7.461640392,11.98435308
2208,700,160299,6.551080335,11.9847961
2209,1860,160330,7.528331767,11.98498947
2210,2880,160457,7.965545573,11.98578127
2211,1200,160597,7.090076836,11.9866534
2212,720,160607,6.579251212,11.98671567
2213,720,160725,6.579251212,11.98745011
2214,1480,160783,7.299797367,11.98781091
2215,340,160805,5.828945618,11.98794773
2216,2920,160834,7.979338895,11.98812806
2217,1320,160969,7.185387016,11.98896708
2218,6960,161036,8.847934753,11.98938322
2219,140,161137,4.941642423,11.99001021
2220,160,161148,5.075173815,11.99007848
2221,700,161167,6.551080335,11.99019637
2222,480,161287,6.173786104,11.99094067
2223,1740,161305,7.461640392,11.99105226
2224,3100,161406,8.03915739,11.99167821
2225,80,161442,4.382026635,11.99190122
2226,220,161544,5.393627546,11.99253283
2227,1760,161782,7.473069088,11.99400503
2228,3180,161791,8.064636476,11.99406066
2229,80,161796,4.382026635,11.99409156
2230,120,161832,4.787491743,11.99431404
2231,3540,161884,8.171882006,11.99463531
2232,3120,161914,8.045588281,11.99482061
2233,180,161955,5.192956851,11.9950738
2234,1940,162031,7.570443252,11.99554295
2235,4980,162103,8.51318517,11.99598721
2236,1820,162294,7.50659178,11.99716478
2237,100,162299,4.605170186,11.99719559
2238,1680,162419,7.426549072,11.99793469
2239,4600,162520,8.433811582,11.99855635
2240,3440,162603,8.14322675,11.99906693
2241,5000,162667,8.517193191,11.99946045
2242,5380,162744,8.590443653,11.99993369
2243,120,162760,4.787491743,12.000032
2244,1480,162941,7.299797367,12.00114345
2245,1020,163086,6.927557906,12.00203295
2246,5880,163093,8.679312041,12.00207587
2247,120,163129,4.787491743,12.00229658
2248,1060,163246,6.966024187,12.00301354
2249,540,163248,6.29156914,12.0030258
2250,3560,163334,8.177515824,12.00355246
2251,2280,163358,7.731930722,12.00369939
2252,300,163386,5.703782475,12.00387078
2253,1400,163434,7.244227516,12.00416452
2254,2880,163534,7.965545573,12.0047762
2255,3240,163586,8.083328609,12.00509412
2256,2600,163608,7.863266724,12.0052286
2257,400,163642,5.991464547,12.00543639
2258,5920,163692,8.686091728,12.00574189
2259,300,163747,5.703782475,12.00607783
2260,2980,163828,7.999678579,12.00657238
2261,4320,163839,8.371010681,12.00663952
2262,1480,163856,7.299797367,12.00674327
2263,220,163880,5.393627546,12.00688973
2264,3520,163923,8.166216269,12.00715208
2265,1820,163941,7.50659178,12.00726189
2266,940,164065,6.845879875,12.00801797
2267,1400,164132,7.244227516,12.00842626
2268,1240,164137,7.122866659,12.00845672
2269,5940,164287,8.689464412,12.00937018
2270,9280,164315,9.135616826,12.0095406
2271,2220,164421,7.705262475,12.01018549
2272,460,164451,6.131226489,12.01036793
2273,480,164501,6.173786104,12.01067193
2274,3560,164672,8.177515824,12.0117109
2275,3760,164677,8.232174236,12.01174126
2276,2420,164790,7.791522819,12.01242722
2277,680,165001,6.522092798,12.01370681
2278,4260,165117,8.357024439,12.01440959
2279,880,165150,6.779921907,12.01460943
2280,3600,165210,8.188689124,12.01497267
2281,140,165326,4.941642423,12.01567456
2282,1840,165393,7.517520851,12.01607974
2283,17180,165525,9.751501196,12.01687752
2284,3000,165687,8.006367568,12.01785575
2285,4940,165724,8.50512061,12.01807903
2286,1440,165757,7.272398393,12.01827814
2287,160,165905,5.075173815,12.01917061
2288,10640,165965,9.272375763,12.0195322
2289,300,166231,5.703782475,12.02113367
2290,3400,166240,8.131530711,12.02118781
2291,2540,166269,7.83991936,12.02136224
2292,700,166294,6.551080335,12.02151259
2293,3560,166334,8.177515824,12.02175309
2294,1120,166337,7.021083964,12.02177113
2295,2760,166415,7.922985959,12.02223995
2296,9360,166491,9.144200569,12.02269653
2297,700,166539,6.551080335,12.0229848
2298,1780,166668,7.484368643,12.02375909
2299,4480,166678,8.407378325,12.02381909
2300,620,166816,6.429719478,12.02464669
2301,380,166834,5.940171253,12.02475459
2302,820,166943,6.70930434,12.02540772
2303,2780,167019,7.930206207,12.02586286
2304,3640,167121,8.199738961,12.02647338
2305,2440,167139,7.799753318,12.02658108
2306,1220,167193,7.106606138,12.02690411
2307,1920,167308,7.560080465,12.0275917
2308,1400,167347,7.244227516,12.02782478
2309,4440,167361,8.398409655,12.02790843
2310,700,167528,6.551080335,12.02890578
2311,1580,167546,7.365180126,12.02901322
2312,240,167832,5.480638923,12.03071876
2313,2300,167970,7.740664402,12.03154067
2314,260,168164,5.560681631,12.03269497
2315,2000,168165,7.60090246,12.03270092
2316,860,168199,6.756932389,12.03290308
2317,4800,168263,8.476371197,12.03328351
2318,3060,168309,8.026170195,12.03355685
2319,320,168335,5.768320996,12.03371132
2320,1120,168383,7.021083964,12.03399643
2321,1140,168389,7.038783541,12.03403206
2322,1660,168724,7.414572881,12.03601952
2323,4700,168727,8.455317788,12.0360373
2324,440,168947,6.086774727,12.03734034
2325,1820,168988,7.50659178,12.03758299
2326,720,169017,6.579251212,12.03775458
2327,700,169026,6.551080335,12.03780783
2328,5000,169100,8.517193191,12.03824553
2329,1480,169117,7.299797367,12.03834606
2330,6660,169423,8.803874764,12.04015383
2331,800,169589,6.684611728,12.04113314
2332,2420,169680,7.791522819,12.04166959
2333,5420,169688,8.597851094,12.04171674
2334,80,169703,4.382026635,12.04180513
2335,4520,169757,8.416267273,12.04212328
2336,1680,169767,7.426549072,12.04218219
2337,620,169774,6.429719478,12.04222342
2338,1780,169957,7.484368643,12.04330074
2339,7240,169980,8.887376485,12.04343606
2340,2720,170022,7.908387159,12.04368312
2341,940,170190,6.845879875,12.04467074
2342,1260,170206,7.138867,12.04476475
2343,5660,170323,8.641179171,12.04545191
2344,2420,170832,7.791522819,12.0484359
2345,1360,170858,7.215239979,12.04858808
2346,300,171033,5.703782475,12.0496118
2347,3560,171193,8.177515824,12.05054685
2348,6900,171223,8.839276691,12.05072208
2349,360,171231,5.886104031,12.0507688
2350,7100,171305,8.867850063,12.05120087
2351,660,171325,6.492239835,12.05131762
2352,12080,171502,9.399306471,12.05235021
2353,2820,171575,7.944492164,12.05277577
2354,3840,171618,8.253227646,12.05302636
2355,3820,171719,8.248005702,12.0536147
2356,4540,172076,8.420682291,12.05569152
2357,680,172331,6.522092798,12.05717233
2358,380,172373,5.940171253,12.05741601
2359,880,172402,6.779921907,12.05758424
2360,3560,172451,8.177515824,12.05786842
2361,1280,172550,7.154615357,12.05844233
2362,1000,172597,6.907755279,12.05871468
2363,18540,172601,9.827685839,12.05873785
2364,6860,172619,8.833462721,12.05884213
2365,220,172692,5.393627546,12.05926494
2366,2100,172936,7.649692624,12.06067686
2367,1320,172937,7.185387016,12.06068265
2368,1520,173054,7.326465614,12.06135896
2369,7720,173134,8.951569643,12.06182114
2370,1320,173184,7.185387016,12.06210989
2371,200,173205,5.298317367,12.06223114
2372,1220,173253,7.106606138,12.06250823
2373,1660,173447,7.414572881,12.06362736
2374,1360,173609,7.215239979,12.06456092
2375,2760,173811,7.922985959,12.06572378
2376,960,173885,6.866933284,12.06614944
2377,1420,173919,7.258412151,12.06634495
2378,2840,174117,7.951559331,12.06748277
2379,1300,174224,7.170119543,12.06809711
2380,1480,174360,7.299797367,12.06887741
2381,3040,174383,8.019612794,12.06900931
2382,3680,174393,8.210668031,12.06906665
2383,8900,174471,9.093806556,12.06951382
2384,200,174575,5.298317367,12.07010973
2385,8860,174624,9.089302044,12.07039037
2386,3300,174676,8.101677747,12.07068811
2387,4500,174759,8.411832676,12.07116316
2388,1400,174797,7.244227516,12.07138058
2389,260,174966,5.560681631,12.07234695
2390,2360,175108,7.766416898,12.07315821
2391,900,175161,6.802394763,12.07346083
2392,2240,175234,7.714231145,12.0738775
2393,1580,175315,7.365180126,12.07433963
2394,700,175336,6.551080335,12.07445941
2395,2640,175357,7.878534196,12.07457917
2396,2320,175409,7.749322465,12.07487567
2397,640,175431,6.461468176,12.07500108
2398,280,175442,5.634789603,12.07506378
2399,960,175538,6.866933284,12.07561082
2400,19460,175583,9.876116356,12.07586714
2401,180,175668,5.192956851,12.07635113
2402,16920,175690,9.736251633,12.07647636
2403,120,175773,4.787491743,12.07694867
2404,1320,175797,7.185387016,12.0770852
2405,8700,175886,9.071078305,12.07759134
2406,5200,176092,8.556413905,12.07876186
2407,1620,176191,7.390181428,12.07932391
2408,1380,176216,7.229838778,12.07946579
2409,960,176382,6.866933284,12.08040738
2410,1700,176435,7.43838353,12.08070782
2411,100,176450,4.605170186,12.08079283
2412,2780,176495,7.930206207,12.08104783
2413,7020,176632,8.856518497,12.08182375
2414,1420,176633,7.258412151,12.08182941
2415,1280,176697,7.154615357,12.08219168
2416,280,176714,5.634789603,12.08228789
2417,2800,176737,7.937374696,12.08241803
2418,3240,176785,8.083328609,12.08268958
2419,4620,176834,8.438149984,12.08296672
2420,7940,177000,8.979668554,12.08390501
2421,6200,177038,8.732304571,12.08411968
2422,5640,177057,8.637639344,12.08422699
2423,960,177161,6.866933284,12.0848142
2424,260,177203,5.560681631,12.08505125
2425,5580,177383,8.626944055,12.08606652
2426,2260,177402,7.723120092,12.08617362
2427,2000,177438,7.60090246,12.08637653
2428,1680,177481,7.426549072,12.08661884
2429,1300,177627,7.170119543,12.08744113
2430,40,177699,3.688879454,12.08784639
2431,840,177894,6.733401892,12.08894315
2432,1440,177934,7.272398393,12.08916797
2433,3700,178101,8.216088099,12.09010608
2434,1140,178137,7.038783541,12.0903082
2435,500,178163,6.214608098,12.09045414
2436,2780,178196,7.930206207,12.09063935
2437,1580,178238,7.365180126,12.09087501
2438,580,178325,6.363028104,12.09136301
2439,2060,178436,7.630461262,12.09198527
2440,2900,178677,7.972466016,12.09333499
2441,1180,178683,7.073269717,12.09336857
2442,2260,178696,7.723120092,12.09344132
2443,6680,178744,8.806873267,12.09370989
2444,2120,178751,7.659171368,12.09374905
2445,14660,178851,9.592877975,12.09430834
2446,1860,178956,7.528331767,12.09489524
2447,980,179115,6.887552572,12.09578334
2448,2820,179118,7.944492164,12.09580009
2449,3440,179172,8.14322675,12.09610152
2450,80,179309,4.382026635,12.09686585
2451,420,179405,6.040254711,12.0974011
2452,300,179454,5.703782475,12.09767419
2453,1660,179550,7.414572881,12.098209
2454,1560,179574,7.3524411,12.09834266
2455,2960,179753,7.992944547,12.09933897
2456,2080,180046,7.640123173,12.10096765
2457,5040,180067,8.525161361,12.10108428
2458,520,180206,6.253828812,12.10185592
2459,1280,180347,7.154615357,12.10263805
2460,1200,180364,7.090076836,12.10273231
2461,480,180390,6.173786104,12.10287645
2462,1000,180469,6.907755279,12.1033143
2463,2980,180720,7.999678579,12.10470415
2464,820,180730,6.70930434,12.10475948
2465,900,180759,6.802394763,12.10491993
2466,3800,180767,8.242756346,12.10496419
2467,1740,180793,7.461640392,12.10510801
2468,1520,180874,7.326465614,12.10555594
2469,1440,180993,7.272398393,12.10621364
2470,1980,181176,7.590852124,12.10722421
2471,18040,181180,9.800346794,12.10724629
2472,1500,181240,7.313220387,12.1075774
2473,16580,181311,9.715952429,12.10796907
2474,180,181328,5.192956851,12.10806282
2475,4660,181365,8.446770727,12.10826685
2476,1980,181376,7.590852124,12.1083275
2477,2960,181403,7.992944547,12.10847635
2478,1280,181478,7.154615357,12.10888971
2479,2360,181507,7.766416898,12.1090495
2480,1740,181551,7.461640392,12.10929188
2481,3340,181647,8.113726086,12.10982052
2482,160,182026,5.075173815,12.11190481
2483,3140,182087,8.051978079,12.11223987
2484,12400,182105,9.425451752,12.11233872
2485,1020,182115,6.927557906,12.11239363
2486,3540,182199,8.171882006,12.11285478
2487,1820,182279,7.50659178,12.11329376
2488,6140,182437,8.722580021,12.11416019
2489,7180,182511,8.879054662,12.11456572
2490,12740,182676,9.452501929,12.11546937
2491,3120,182745,8.045588281,12.11584702
2492,6380,182777,8.760923376,12.11602211
2493,3140,182796,8.051978079,12.11612606
2494,120,182832,4.787491743,12.11632298
2495,1640,182860,7.402451521,12.11647611
2496,2020,183050,7.61085279,12.11751462
2497,7160,183099,8.87626526,12.11778227
2498,4120,183188,8.323608442,12.11826823
2499,3840,183276,8.253227646,12.11874849
2500,4400,183277,8.38935982,12.11875395
2501,1220,183284,7.106606138,12.11879214
2502,880,183379,6.779921907,12.11931033
2503,1880,183633,7.539027056,12.12069448
2504,4160,183635,8.333270353,12.12070537
2505,420,183787,6.040254711,12.12153276
2506,540,183841,6.29156914,12.12182653
2507,6320,184006,8.751474487,12.12272364
2508,1860,184074,7.528331767,12.12309313
2509,1120,184154,7.021083964,12.12352764
2510,2980,184155,7.999678579,12.12353307
2511,1720,184255,7.45007957,12.12407595
2512,360,184280,5.886104031,12.12421162
2513,320,184308,5.768320996,12.12436355
2514,440,184491,6.086774727,12.12535596
2515,540,184491,6.29156914,12.12535596
2516,660,184500,6.492239835,12.12540474
2517,1020,184550,6.927557906,12.12567571
2518,2060,184589,7.630461262,12.12588701
2519,1380,184730,7.229838778,12.12665058
2520,1620,184793,7.390181428,12.12699156
2521,400,184813,5.991464547,12.12709978
2522,2660,184965,7.886081402,12.1279219
2523,200,185027,5.298317367,12.12825704
2524,180,185040,5.192956851,12.1283273
2525,1420,185062,7.258412151,12.12844618
2526,4380,185065,8.384804003,12.12846239
2527,4980,185094,8.51318517,12.12861908
